Gerçek Değerler,Tahmin Edilen Değerler
17900,16778.932
19000,17867.6
6950,8717.195
17000,21844.492
26000,25514.393
10500,9896.608
21950,26548.064
20491,17007.027
25490,30338.963
14600,16045.415
6740,8194.136
14000,12652.77
9380,7802.174
13441,12994.337
29998,32459.908
5991,7052.6357
694,2094.3137
16480,19867.148
9495,9027.549
12500,9550.386
5995,7576.2334
14200,17027.48
14403,16026.404
15858,13660.046
8500,11473.62
17498,18018.615
23990,27892.018
20475,17192.072
20495,23509.229
21000,22004.79
13862,13931.853
26499,31390.115
25349,24769.705
2995,3034.465
15995,12880.211
8999,6463.594
19998,18072.25
44495,46283.4
16300,16321.056
12995,12845.911
23480,30861.963
7767,7240.095
16698,13593.509
31990,28303.938
19498,17758.045
19660,14915.887
18000,11318.837
7780,6726.191
21967,18443.232
11000,10237.871
10498,12645.978
11699,9667.464
20995,25078.424
7999,8533.362
20682,26839.803
4395,5570.316
10495,9597.585
45890,42190.992
20242,21461.486
21899,21668.367
31000,27326.365
19995,21368.447
25498,23014.506
15990,19296.68
13699,17778.393
10295,8733.52
16000,16736.78
14690,12962.658
20995,16830.916
20971,20067.453
10800,14029.989
35891,28149.154
24900,20465.52
16980,14457.961
15490,11826.063
11995,12161.095
19995,18862.88
31995,24275.89
16484,19034.482
47885,45318.363
8300,8924.1
25490,23517.938
9795,9104.779
8500,10475.163
23685,27684.299
12475,12925.643
13970,19817.135
25495,25089.35
27998,29479.172
13990,16533.1
29350,28806.604
6995,7312.25
15995,14639.07
7750,8160.7505
22790,22864.006
9985,11476.067
10995,10559.917
10995,11852.604
24390,29371.912
12998,11227.907
10500,10817.538
9795,9108.929
25199,21687.701
25950,23886.816
37999,31403.979
23282,21623.35
14307,17543.707
15399,14492.534
34750,29221.482
21490,24985.643
16950,13583.436
18299,17276.45
8150,8284.773
7998,9781.721
10200,10067.532
7495,9492.349
8000,8327.572
19799,23789.334
32940,26513.49
17994,16332.708
12699,11852.677
11998,12008.491
10490,9595.82
13495,15830.355
12500,10718.375
31299,27930.615
6722,5127.1284
23991,20086.377
11500,11615.987
13450,14383.334
25820,15700.49
9250,10348.685
15990,16453.307
9261,8307.409
13995,12057.719
15498,14439.108
8495,5017.682
15810,14683.452
6572,6973.778
20950,26378.81
23816,30425.47
10270,10248.185
18191,16746.475
22000,29468.525
10990,9894.13
24849,26783.06
21560,28211.068
23450,23276.104
21700,14092.42
9690,11012.139
15998,16546.947
10498,11058.541
10990,10649.657
15995,12557.284
20490,19373.334
10000,9991.884
12500,10607.742
17400,16938.113
7999,7157.5215
20795,19344.818
15299,14311.512
21991,24018.754
32950,41713.836
30998,32420.54
11475,9296.989
29995,28623.6
12495,13329.667
9695,9112.464
14806,12835.204
30990,33934.844
26995,29776.936
53990,54480.777
27490,27876.293
26245,23283.541
28488,30947.389
12500,16206.701
20910,19157.373
12995,14318.97
18995,20350.307
9490,10637.119
16390,14121.71
34995,27208.809
1200,3568.0173
22646,28420.793
23750,24142.139
28980,29775.768
8141,8359.196
19498,16674.33
13995,14194.181
16775,18560.576
17995,15032.671
32980,27723.709
10795,9932.135
11695,10451.404
7098,8145.421
11695,10473.521
27372,28692.262
6800,5993.471
32991,28973.248
12800,12430.034
7499,8391.541
35995,31184.514
15000,19827.295
25000,24733.932
7298,9872.367
12980,12183.312
4490,3807.1077
6790,7607.12
52000,50950.85
7798,7083.3013
9250,10040.824
38750,40022.19
28498,25713.975
20500,22517.19
24025,20811.635
6995,8104.7446
4950,5168.963
32472,22768.348
12000,13254.896
10899,12156.946
27086,27438.049
22890,21355.627
42995,46394.992
9415,9341.704
6949,8699.355
26295,28900.912
20500,18243.412
14490,13229.552
26750,31374.512
19998,23367.92
37000,34732.34
10700,9021.388
8995,13996.05
14490,13126.265
10695,10511.057
15745,15176.491
17995,20143.72
13498,20674.146
19990,18201.615
21190,22124.18
20911,24614.525
19320,18567.71
14000,12064.177
13499,13965.796
12250,11069.075
8799,11447.421
10200,13167.301
19787,19351.898
12054,14433.412
2995,3542.45
34998,31386.852
23995,22136.488
10250,7144.5034
10490,12488.228
32950,28459.027
15469,15777.672
6999,7197.367
31250,24749.03
18599,20361.014
23900,21082.475
15400,12934.834
7449,6634.7666
30199,27910.49
12000,10067.842
16599,16678.314
10295,9619.292
9990,9020.769
26972,29311.85
8392,12916.414
6990,8126.0386
10760,12031.078
7169,8641.468
9290,12778.588
13695,13208.4375
28306,21766.56
14990,20233.643
19495,16373.877
8998,10525.076
16200,15100.016
13910,13731.364
11780,13241.839
21490,23383.44
15000,15137.97
7395,8785.532
18690,18721.283
12970,13786.032
36490,37951.543
26990,26627.873
4490,3719.8782
13890,12765.552
9990,9779.497
10070,8808.033
11349,11936.024
8499,9410.737
6190,8117.112
20499,28941.154
10299,10245.2
8999,8732.198
3650,3868.5725
14991,17541.855
21799,21721.44
15990,13701.328
21495,21200.105
16498,14717.854
17900,19392.709
13900,11976.579
28480,36479.176
20847,21180.926
26349,25212.447
5949,5537.294
6599,6656.476
8980,10345.81
14798,14876.503
22784,23896.03
16450,13508.3125
34173,30370.135
19300,21269.875
10999,10327.624
15990,13924.495
15199,12992.7705
10000,16658.674
19950,19964.482
11599,10432.499
18599,17850.25
22950,21958.9
12585,11974.363
14490,16853.99
14500,12579.852
15498,14182.29
23480,23833.328
17500,11381.503
9500,10468.329
26999,23293.865
34990,31755.39
16990,13871.785
23980,21038.29
15990,24731.273
26990,30721.105
6600,7149.697
17500,12618.315
9980,11333.2295
21340,24883.63
13500,13896.714
6850,7468.6685
16990,12186.985
6936,6564.736
15500,14258.169
19995,24700.963
15000,18819.658
7777,9678.478
15990,15123.151
20470,22451.836
9498,9139.003
36990,31652.178
21841,16804.35
17450,19071.037
10982,9849.144
20000,17666.693
20410,22658.621
19995,14572.395
3995,3520.1538
29975,31164.389
3995,3931.342
14990,15248.374
22980,22187.94
9490,8025.341
14498,16428.863
21995,20441.959
19498,20358.88
10000,10101.13
19950,19759.576
7495,6190.5366
18000,21333.994
7010,7870.004
31990,36737.125
7800,8319.778
17624,18260.752
14700,14055.767
10000,9145.97
17490,18620.732
11290,11162.302
34998,34115.367
22980,22144.033
7495,10469.586
37199,35527.16
975,3522.949
15698,15670.076
21750,26464.201
17995,14748.558
15895,15986.753
10170,8261.297
18748,21406.643
11991,11855.105
12240,13055.427
12239,14235.778
17250,18271.082
9270,9149.96
12695,12471.075
15195,14733.556
10400,9645.686
24990,22700.639
22485,18424.76
26880,25632.748
9600,10104.579
16480,13531.979
16495,19466.312
6995,7839.704
17990,20603.596
11750,12312.921
22000,25920.611
14490,14157.231
16995,14293.675
4698,4061.8381
21990,14782.781
8500,10652.2295
6197,7107.4556
11170,12221.927
8295,7138.538
28495,23594.533
20280,22491.564
14890,15687.04
15300,13928.128
8499,10096.02
22895,28603.94
7500,7782.061
16998,13187.468
16790,18453.4
24998,21549.389
10291,12058.728
33066,38949.688
17500,18713.193
14998,13816.601
7290,7877.3896
14499,15648.5205
21980,24442.459
11500,11446.241
11990,8927.632
20498,19629.674
14999,16582.39
25900,26720.605
8900,10083.925
11599,10237.959
21995,15397.304
18389,8896.208
35950,37174.96
16998,13076.305
22450,23096.578
16000,19388.264
10642,10742.524
28995,34140.125
6700,5746.78
54990,39285.445
17500,17245.857
21920,21793.303
7175,7907.8916
15490,16758.88
17397,15915.545
19790,18855.06
29950,37441.215
27679,25901.137
13999,13897.168
15991,10462.821
11500,10730.757
15333,16371.1875
9500,9159.462
8795,7817.624
14499,12517.212
31245,28324.127
32495,34332.098
16200,15328.036
17100,17986.822
12995,11935.287
20900,24204.924
15441,16522.354
25980,28918.479
10090,9926.63
14695,11231.405
23469,20400.082
18000,13782.032
17750,17289.355
13295,16054.753
18495,21713.357
28995,28078.857
10000,9554.017
5995,8246.216
6799,6149.0874
30249,22138.709
12000,13136.911
13395,9965.511
34360,37531.375
8795,9100.558
6389,8531.252
25500,37633.18
24899,28241.74
11511,9119.259
11349,11997.277
21999,17357.22
8390,9429.731
11600,11560.348
16999,16317.397
23800,21098.643
6991,7578.872
16795,12848.552
13100,13030.333
6522,7246.941
19495,20080.273
18759,18732.63
16999,17205.72
20495,20187.023
6899,7657.848
20449,25338.996
17495,16128.814
13800,13542.714
21000,21385.377
9200,7432.7563
17498,17671.762
15995,20980.732
14695,16135.472
9298,8065.399
23997,15518.063
28980,38048.42
13995,13632.332
9650,11701.059
8484,7354.1616
21600,19487.373
10999,10576.776
22499,16071.845
12995,12099.417
28990,31329.076
18592,22128.98
7991,8746.917
18342,17378.764
35850,33746.004
29950,32662.354
3495,3182.6467
9399,11457.229
12800,11328.184
12995,13753.88
7986,9950.924
15495,15243.85
15495,14983.01
26625,25855.885
8997,6071.6797
42134,32965.438
19995,23958.49
6730,7661.6743
10995,10784.157
14495,14711.282
25636,28162.998
18748,21717.63
20672,21135.285
11000,13145.907
14980,11966.293
10250,9381.562
12360,14452.303
11496,12866.743
16092,18626.363
38000,30503.059
21470,24727.533
11450,13206.61
27940,26988.857
14498,16338.431
6995,10357.8545
24979,19854.338
17385,14950.252
9498,8390.991
19995,20363.541
31990,36096.17
14999,15111.259
9395,8536.716
7325,8440.745
7495,8995.97
21400,20762.643
16499,18722.854
19798,27237.322
11990,11540.946
13000,12366.19
11990,10877.479
22480,29034.54
20500,14777.624
14740,15273.248
7595,7562.049
9900,11071.677
42099,46303.094
18390,17957.53
16800,19256.002
26000,25103.576
14990,13972.146
17940,16230.464
7500,6743.069
15460,17610.652
19100,18737.342
14991,15268.018
27991,32750.55
10490,11046.405
14295,13166.8545
33065,33883.773
14999,13315.896
45950,45311.72
9295,8447.503
27197,27288.025
18241,18907.662
10240,10271.927
11000,8206.815
16299,16879.004
23480,27434.217
18000,24958.266
30980,25851.77
21499,21805.68
11450,17630.129
11495,11779.767
7182,6962.7354
35495,32402.598
14500,12928.0625
16498,15788.788
18995,20060.152
7490,9116.916
13995,16100.149
15699,15079.485
23495,27867.86
32900,29926.861
9999,9992.379
23499,27268.469
26700,28249.533
21890,23003.693
950,3815.2317
7291,7914.3916
16480,16672.14
45995,44563.754
16998,13831.649
7298,9215.846
36999,35046.93
10590,12174.511
19995,16091.027
11600,12009.307
26972,29311.85
21490,24764.646
15000,14300.4
20299,23807.01
9691,11487.168
19995,22611.094
10460,10305.392
12299,12457.724
10491,11098.198
16995,19208.6
13695,12503.694
11330,10609.015
10450,11636.362
17600,18140.408
5450,4874.5327
9999,11138.938
9795,7498.2676
9499,11000.165
9295,9861.366
19500,14936.558
10500,12608.654
10700,11549.966
34991,28779.633
17990,20028.822
6995,8562.601
37888,36492.33
12710,13437.678
27985,29304.83
12399,12046.017
13140,16034.943
9491,12672.459
12495,10937.772
10348,10769.876
12298,11702.536
3990,4883.206
11250,11609.289
11500,11287.177
12500,10518.735
10995,9580.995
15500,13785.04
27490,27805.377
23990,22867.543
11800,11299.058
23699,15634.357
8500,9434.278
8500,7516.2163
9230,9355.185
6991,11414.886
14500,18071.674
26499,25599.322
22900,23323.68
17290,12059.648
14495,16408.895
9000,7436.4844
18990,17088.354
14000,13694.237
7995,6071.0894
27995,28686.219
13591,12772.286
32000,26675.635
8680,8542.124
24975,24256.283
6295,7643.1455
27498,32409.64
19990,24544.875
20599,17146.178
8995,8668.873
15999,19117.506
18985,22468.756
10988,9583.665
14495,14654.734
13810,19770.111
11295,12707.915
7099,7701.4907
13969,14474.407
7499,11120.558
14000,16269.64
31436,28482.219
24890,20980.025
9799,9217.741
11975,13961.213
18000,22457.096
15499,15308.544
16000,17895.117
11000,8012.5283
7450,7617.1387
10820,10182.15
9995,7373.143
17700,16217.995
8470,7605.7085
19999,18786.836
16999,13277.233
30990,32485.742
30998,33526.7
34449,30310.467
45000,43864.918
18995,19650.54
25900,20936.404
11000,10985.214
17498,19990.47
6990,6640.5767
26999,26418.697
16200,21429.816
18450,27152.717
14650,12564.898
9991,11181.295
12995,12391.214
14200,13131.489
21450,18866.447
11951,13245.208
16500,13369.464
14600,16800.412
10795,9935.708
5990,7269.2476
23000,22230.553
33998,30549.13
25888,25285.045
7690,8970.831
10799,11065.462
5970,4094.494
12999,13814.278
8382,9570.191
7295,7957.5093
44866,43599.914
18498,17996.53
25995,21094.52
9495,8110.588
18495,13663.649
25995,22262.527
6299,7014.5845
17480,16234.78
18495,20370.078
9400,16248.241
14995,17904.967
25675,26365.256
28991,24549.69
10800,13020.509
8400,9659.54
17980,17954.104
31390,29081.357
10491,9810.233
33140,34837.633
12200,11213.772
19645,18506.979
15000,12844.458
21820,27626.104
35895,30787.975
7895,8190.665
12877,11580.268
51500,43548.96
8998,9491.444
14369,13903.733
6890,8137.642
9890,11081.361
18000,14243.99
23940,28213.08
31990,28303.94
10490,9795.226
4000,5683.186
27495,25796.336
29950,33370.027
9399,11217.326
8990,10293.3955
13499,15718.783
23995,22533.912
21200,15937.562
8600,10182.067
17995,18917.26
8995,9390.201
9930,9204.84
34990,29510.066
9789,10726.528
5995,5143.1294
17299,18037.139
24950,25251.701
31990,32785.22
46236,42885.47
22995,22420.99
8490,10980.62
9999,8449.2
6750,6732.7817
25000,25279.197
16875,15731.234
17973,20217.398
40800,44897.78
25879,25932.074
7731,6457.4146
16990,17275.37
11001,11053.896
20885,23174.088
15790,17045.354
30240,27976.121
16750,14111.009
19199,14390.1
15995,21891.928
19500,20786.096
10000,7437.519
26970,28469.299
7495,6570.855
22999,29907.004
12495,10880.065
17888,19628.092
21995,17473.244
28466,27988.807
17299,13701.624
18495,17581.225
15499,16357.587
14995,14711.087
5497,9735.263
36991,29927.486
5750,5711.43
11999,10750.267
12600,14309.63
11591,10716.117
24012,29707.672
8810,6260.6343
21950,21975.07
10300,10683.495
20690,19819.424
45990,46981.95
22453,29700.543
6999,6382.521
22995,20179.424
1449,2595.0688
19082,17765.666
26890,28352.307
6475,6904.261
7595,7823.245
21850,24537.777
22000,24860.158
5750,6087.4077
33520,30761.846
13950,13475.022
20998,20544.717
13000,11595.545
10995,12613.758
7500,5343.57
13995,13879.405
17497,13574.792
33990,26465.65
15750,18458.125
30950,28242.617
29350,25595.135
42202,35176.39
23280,24934.2
31990,28419.41
15699,19592.262
25780,23323.756
15500,14013.977
24950,30593.682
17498,19061.066
13280,13025.528
32400,28066.959
18000,18195.918
14790,15257.503
19390,13583.409
37000,30905.598
11250,11733.931
14295,12447.757
50786,48073.78
21005,22384.963
33640,30546.465
17999,23148.318
11998,11746.956
12743,12890.361
16950,14424.922
8659,10358.657
9000,9689.599
13500,14086.323
16495,15049.351
23332,22404.63
12999,10291.062
7885,8182.389
18899,21709.672
14195,12342.364
7999,8251.727
30266,28215.463
8895,9650.663
31480,34466.348
32932,24829.809
32049,29601.2
24995,22602.459
25490,29907.854
16798,19486.291
22970,26955.861
6698,6031.1157
20775,17539.629
20800,28470.295
23760,22858.402
48898,21103.408
15763,17400.07
16199,15437.247
8480,8700.358
26920,28204.656
6995,7265.311
28990,29285.783
7425,10328.7705
26985,30336.725
6000,5655.8325
17890,17583.305
10295,11166.464
18999,22167.99
31999,28579.998
7000,7669.3877
8351,10629.448
11995,13307.774
14695,13601.929
14990,16748.93
11290,11467.534
24535,23309.97
39599,33738.133
5725,6338.022
9650,11167.953
18990,17479.494
15000,15774.945
11750,9951.028
29888,23626.334
20900,19746.033
13967,16054.864
13999,16832.295
16700,14626.38
17220,15436.212
15998,15147.974
27249,29688.633
7490,7882.005
9291,9057.302
38900,39197.953
25299,23074.174
13000,16422.81
14795,13080.524
6373,7607.3975
19445,21611.07
9491,12501.571
7790,12158.562
28995,28660.77
10488,10839.013
12498,13515.817
33230,26011.678
23980,29710.604
28888,26910.424
29990,30111.916
6350,8292.747
19298,18592.162
22490,15501.923
11850,8938.038
25990,29015.99
21480,22858.232
10290,8147.136
35149,39715.4
15395,13639.823
26995,29122.021
34650,32830.508
9490,8436.529
11970,11118.556
15793,15458.737
21970,20996.111
21378,23000.49
12750,14454.739
11120,11822.03
12800,12809.964
11490,11633.181
3995,4230.7925
15500,16283.347
9490,11082.187
6900,6935.7007
19000,15741.196
51000,45182.13
23995,26226.188
11995,14443.554
33990,32153.701
20000,18848.666
6995,7162.6274
36980,34065.312
36480,34525.66
7890,10966.878
21000,20469.479
26989,21634.28
26988,33532.605
21099,25841.166
15429,14969.662
18420,19568.508
19995,13586.606
29440,24585.729
9490,10577.981
22950,24967.756
17297,19802.47
2999,2948.1594
10800,8963.018
16390,17353.906
24950,24017.979
32450,31991.166
6900,6541.4497
18490,17357.941
17849,22237.814
22698,23500.115
26850,26072.584
19346,20380.256
16490,15680.327
4495,5469.354
7995,7383.2036
8990,10298.706
20892,20035.736
31782,24795.168
8299,7951.773
18000,24149.059
39990,35979.234
9440,9318.28
15000,14899.263
8999,8894.911
16306,19637.107
8999,8828.913
15298,15250.624
7498,8615.694
13999,13240.599
20990,19949.705
19995,20621.65
16250,14780.091
21172,22359.416
8250,10277.485
17980,16687.455
18841,21437.137
13997,11359.477
11933,13658.765
25490,30154.865
12500,15438.185
48799,43994.367
26000,31097.627
25755,25022.068
19698,17241.584
27995,22931.951
20998,20662.607
15999,18088.512
37995,31643.3
5990,6962.5957
53990,47446.426
6199,5893.2515
33120,26049.162
17500,14146.386
18998,18960.525
7750,11115.7295
10250,9020.659
24500,22852.271
12250,13349.713
7990,10587.301
10495,10135.056
17500,16970.441
12800,14106.524
12498,12058.388
7200,7734.986
6699,7770.765
17495,13384.769
15290,14359.702
26281,23283.35
14800,13592.237
30413,32638.662
4698,8470.347
8300,6556.151
9990,8932.466
32195,34570.36
22699,23728.639
27000,28900.912
9999,9387.411
17200,14569.077
8400,11124.182
33995,32251.582
9997,10419.138
10950,12477.884
25733,19647.322
15496,12662.537
22995,22023.096
19649,22081.451
10950,10201.075
18698,18232.408
10990,9791.515
17495,15492.956
33990,22811.78
24998,21448.63
16990,17137.094
16099,14151.045
11495,9562.333
10999,12101.013
22997,27568.627
17150,15482.069
11830,12016.886
18990,22852.502
13995,16072.362
28494,23040.406
10979,9583.126
6890,6201.9697
10499,9495.01
9989,13063.692
13990,16550.025
15450,16454.928
17322,16481.271
11199,10698.136
31400,27682.113
8499,9024.75
14990,16049.831
13500,11483.374
3990,5480.2437
28815,28543.826
15000,17547.357
32970,34925.97
23998,21388.254
9628,10782.563
13698,14329.624
18799,19390.467
25986,28805.21
16922,16479.281
31990,35547.133
18995,14632.397
31980,28435.732
5849,6300.7524
43995,42954.754
8994,8843.968
21490,24755.943
18902,18549.85
15000,21691.1
24669,24183.39
27900,25778.686
24990,22380.537
27000,23001.678
6199,6296.1035
38500,44953.438
7985,9864.297
15995,13646.126
6000,7293.0894
16600,15961.458
12000,10144.925
14712,13181.947
13390,17322.975
35991,36731.75
8296,9187.882
3995,3187.7534
23000,19494.875
13499,11863.009
32500,29835.48
16479,12643.054
5995,6950.6665
16300,16424.764
11490,13692.6045
22490,21761.236
6998,7004.1704
9498,11094.335
20995,24009.693
16999,18405.85
8990,7869.6235
15495,15297.598
8491,7967.0547
12290,12209.265
8500,10682.845
14990,14156.245
15000,11134.409
1990,2659.004
9790,11593.179
8698,12598.534
16295,21038.455
21591,16601.81
13000,16491.88
14990,14419.901
9995,10045.495
9795,9364.981
48995,44211.67
15342,15684.667
20599,18267.713
10995,10947.112
9490,10616.126
14798,13672.298
12995,13263.142
14995,20547.82
23791,21054.611
15450,14608.126
20412,20843.908
7099,9989.827
28450,26018.73
21600,18322.326
12475,10705.099
25748,22717.594
30980,21695.379
13991,14014.694
19980,17973.572
10500,9527.197
15999,15187.055
16999,17075.361
26490,31097.627
31736,28410.688
26995,25947.994
12498,12014.878
16590,14358.037
20990,16906.326
34980,34821.89
26349,31078.287
14498,15121.628
23488,27242.383
13490,11978.78
6391,6462.395
34990,29531.518
24215,16277.504
5911,5999.9614
47990,39371.32
11238,9979.265
18450,23392.133
9495,7875.934
26450,29159.36
14995,15851.806
18580,21999.838
22950,22389.66
12998,13594.869
15450,18502.01
15490,13684.432
26000,28082.861
23000,18964.482
14890,15756.411
12498,13246.433
9000,11228.079
12295,8392.483
10917,12178.511
29450,27189.807
24995,22409.115
21050,20508.33
9834,11388.176
24000,25382.115
32069,27851.232
16895,21590.127
8000,7160.317
25800,22992.898
20000,21099.45
52995,45228.926
6388,7337.3047
17495,15296.137
6799,7852.306
7695,6868.721
32860,29683.592
8099,6747.094
10000,8868.097
13450,16805.459
10000,8998.902
8880,10501.446
19991,16742.78
19995,18052.982
17541,17321.47
18990,21948.514
7340,5617.0356
32480,28261.854
26995,27977.043
6500,8053.991
13698,14428.583
11990,10764.38
12700,14138.18
5950,6512.4243
14793,10602.141
29900,33657.242
12399,11527.3
26480,37630.2
12799,14153.933
21298,17370.783
52495,48671.895
16500,17831.785
6490,7204.216
8700,9717.442
15200,14434.714
14500,14796.261
17900,17704.096
1999,3329.0347
17650,16107.841
38991,33457.773
13799,11753.982
45991,43891.43
6191,7511.173
11698,12860.419
10995,10035.95
6495,7177.894
19370,21669.63
7800,10087.019
11900,10249.147
9500,10223.305
14499,12370.513
28990,25999.084
17450,15362.769
20690,23769.63
13650,17026.787
27450,30423.455
23995,20982.156
9633,10270.501
18760,18052.084
11995,11581.538
34995,33909.02
37991,33136.984
13300,12626.747
12500,11608.346
17500,19571.514
30000,18519.703
42900,43748.285
22700,23178.373
35980,35148.844
31999,33639.39
15275,16637.516
11330,10377.173
16995,17357.627
11495,12545.393
17795,16935.848
12495,11124.43
14995,15677.395
13999,16687.557
14695,13463.684
8790,10750.737
11995,11224.624
14991,13191.876
22980,25924.977
10750,10696.636
34999,33400.406
25950,30307.227
20750,25923.76
8510,8622.913
3000,3551.0737
6490,6706.7856
9495,10819.992
8000,7299.5234
21995,20661.355
7495,8390.005
12599,13421.182
9990,10934.749
17200,15217.105
10744,11413.546
30990,29980.41
6950,7316.1714
37888,24848.219
23199,22188.322
13495,11839.776
17995,14805.2705
6990,10790.346
9500,9923.661
20990,25151.045
18998,27043.72
16450,20127.732
5495,4852.83
8975,10403.065
11500,10495.089
16790,15573.712
15998,14573.325
17299,19155.943
24365,23033.514
29450,28858.176
9499,10417.288
17510,14654.185
8000,8783.051
19495,19231.428
17480,16685.861
23552,21979.264
17950,13106.493
19450,22999.025
17400,14010.743
11670,13370.28
10490,9740.84
10799,9415.38
11602,13893.737
10498,10255.851
12490,16171.399
14500,14802.837
27841,22148.26
23671,22764.506
21948,17969.107
14000,11878.026
26990,26527.053
17498,19938.885
13882,13306.532
18500,16114.8955
34000,32634.78
18490,19539.057
10470,11130.857
7995,7971.101
23990,21870.418
10375,10401.331
17863,19869.996
24980,28107.443
14490,15153.818
995,4651.5293
17500,17460.955
11495,8724.112
22670,18983.123
23250,25032.049
19888,27015.984
11995,13241.018
8200,8821.813
34390,33813.18
51822,45074.367
35995,34643.656
16999,17632.002
21995,20059.502
7500,7508.562
34985,33749.9
25750,23626.768
22495,22184.387
15750,18979.299
15750,14481.304
44000,48695.883
20749,20387.146
11500,11675.797
8600,7624.59
15490,15818.674
15999,15975.521
29995,28930.748
6450,7115.826
14998,16422.129
29490,28410.03
11999,15227.808
14798,16214.609
5447,5331.868
30500,28652.793
11530,10596.477
10999,13879.987
8475,8361.328
7695,8414.324
20990,15823.308
15790,13070.478
4352,4636.822
54282,54881.617
8995,10794.618
24791,24742.893
25399,26727.117
6500,6796.9204
14295,17476.502
8990,8236.927
22500,26141.607
7298,7170.59
19499,20715.287
25599,23950.928
14550,14627.399
14299,14235.929
12485,12576.438
15950,16349.324
15990,19156.463
21990,30524.014
42000,39502.938
5969,5676.421
31994,28405.486
23395,21095.342
16990,13782.373
11842,13132.946
27490,29433.234
15469,14125.781
12495,9455.016
23499,18487.98
13995,12491.337
10495,9349.522
11498,10443.053
12995,13377.602
39499,39903.07
11990,17232.06
11798,16044.776
38995,35570.363
6400,6888.5503
15480,18443.932
18000,12958.54
17750,20961.291
14399,19083.338
8995,8122.8057
24799,24080.91
14970,15153.302
25995,24947.291
17995,19179.736
21990,20093.873
13450,10779.956
9850,9128.611
17270,13897.575
10295,9004.375
18899,18852.94
17990,15834.318
18490,13346.275
15495,16991.354
26450,23402.764
17290,13818.13
15499,18204.482
19000,22618.533
6495,7185.157
9680,10177.213
9370,8692.839
17470,16611.404
18990,21643.295
8990,11175.163
20999,21083.55
23470,30135.205
11498,11657.112
28750,28213.504
11150,12501.497
12990,10954.946
14700,15450.754
6498,7703.7554
9920,10994.219
6050,7688.206
14998,21373.229
29290,27222.377
18799,18306.793
12585,15277.847
5850,6171.297
31000,30063.756
7990,8977.37
11795,9499.284
27480,27854.43
16995,15790.296
35245,31895.584
15499,14602.636
2495,3274.0881
18499,22234.15
23500,20696.996
24474,23489.229
8199,10304.257
23500,20794.627
8500,8332.073
6995,8997.031
6995,6396.0894
17900,15575.798
18700,22654.99
26000,25256.172
18000,17017.957
31980,30881.303
13900,13448.698
6100,6884.9165
29199,26380.518
9000,11591.903
27750,25062.44
21299,24384.709
15995,14513.623
17500,17962.156
25980,24078.205
23242,19916.639
17840,16723.47
15498,14443.484
9200,9599.198
31000,32449.951
32222,23014.516
11295,11616.4795
21699,19838.207
7500,7311.2964
11500,11364.235
26981,27366.354
6200,8755.902
13495,16334.246
14295,14080.961
11795,12086.494
7467,8865.458
17980,22002.283
16700,18075.111
13499,16984.88
20990,22005.422
33900,28192.04
16499,14657.548
26430,30370.799
11990,13379.446
10680,10123.395
14499,13136.504
21500,19226.723
26995,22294.598
23990,25704.918
16000,16603.05
15498,15952.328
14000,13137.087
18498,18764.635
27990,27467.33
47950,38802.734
10990,12031.464
52990,46700.38
22990,23923.068
10606,13479.041
9995,11660.163
18750,18698.951
15699,13563.84
11495,12945.597
17950,15273.332
14500,14624.967
20022,15676.199
19995,21084.854
38995,43867.61
24499,22656.025
7995,8728.584
11000,10774.776
14998,15831.41
18304,17581.162
16560,17620.258
7640,10139.544
19990,15779.568
24695,21418.96
15562,15631.423
20498,21259.986
29995,24786.535
21999,26203.012
14990,15425.143
14040,14596.507
20550,19468.67
7491,7287.8164
33122,28207.668
17950,16323.802
12995,12063.612
16596,14639.21
20298,19060.588
16700,15584.286
8995,9027.474
9000,9460.11
28990,29071.502
7490,6356.263
15995,14656.486
14500,16661.678
3500,3905.6465
23495,21362.986
10850,12382.82
10495,12193.733
9495,9512.738
34990,32113.426
7194,8912.558
7695,8505.513
37999,27036.12
24498,19843.521
22890,23231.432
27985,31493.867
7498,8302.148
10950,12376.075
4999,6594.487
7991,10243.8125
17800,18294.959
9250,10219.881
10699,10087.181
26490,26845.01
21560,25690.217
22990,30573.092
14500,16288.942
13210,12093.593
20875,19515.191
9477,8096.847
39499,29885.076
12298,10791.09
15000,13824.843
46990,45316.95
10699,12089.785
27499,25796.656
15970,13242.864
17962,20692.31
25850,22513.436
25980,24036.193
18990,17236.814
7549,7281.4697
10498,10088.485
52450,46116.035
23495,32933.957
23990,22936.22
22991,22479.162
10000,11022.023
39980,38836.34
16700,13347.38
12698,14287.044
11998,12609.014
12490,11473.705
24730,26234.314
9850,10534.64
14000,13856.518
27980,26629.768
8799,10014.659
17249,14963.887
7498,8084.767
16000,17196.686
13490,12490.061
6397,7380.007
23498,28051.025
23750,26249.871
13999,11773.018
39991,28388.504
10995,10788.802
9699,8508.343
7998,7659.3516
6500,8743.235
17295,15405.243
15495,14813.144
6330,7746.6304
16798,15883.384
5191,6509.9185
8298,8843.074
26400,29877.566
12995,13312.94
23999,25724.105
6999,6837.848
8591,9868.941
13500,12458.021
9600,11057.267
7495,7921.144
13495,12939.443
7495,8693.806
13990,15581.957
26995,25311.969
22940,25252.04
27498,25800.486
11495,9223.481
11298,11501.557
16900,20494.568
15390,15661.89
13399,12454.77
24995,26139.979
35889,29586.527
45595,41740.33
21999,15946.388
